Key,User,Timestamp,Reports Qualifier,Prematch,Event,Match,Scouting Position,Team Number,Auto,Mobility,Auto Cones Bottom,Auto Cones Middle,Auto Cones Top,Auto Cubes Bottom,Auto Cubes Middle,Auto Cubes Top,Auto Charge Station,Teleop,Teleop Cones Bottom,Teleop Cones Middle,Teleop Cones Top,Teleop Cubes Bottom,Teleop Cubes Middle,Teleop Cubes Top,Links,Teleop Charge Station,Postmatch,Rank Points Earned,Alliance Score,Robot Score,Lookup Matches Ref,Coopertion Scored,Focus Areas,Notes
ade5e934,abc@gmail.com,3/11/2023 11:03:25,2023misjo-5247,,2023misjo,71,Red 2,5247,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,Parked,,1,72,4,2023misjo_qm71,FALSE,,
54934fe3,abc@gmail.com,3/11/2023 11:04:45,2023misjo-4776,,2023misjo,71,Red 1,4776,,FALSE,1,0,0,0,0,0,Engaged,,0,0,3,0,0,1,1,Engaged,,1,72,47,2023misjo_qm71,FALSE,,
3ffe2265,abc@gmail.com,3/11/2023 11:05:55,2023misjo-5182,,2023misjo,71,Red 3,5182,,TRUE,0,0,0,0,0,0,Neither,,0,0,1,0,1,1,1,Engaged,,1,72,28,2023misjo_qm71,FALSE,,
468faa2c,abc@gmail.com,3/11/2023 10:49:56,2023misjo-74,,2023misjo,69,Blue 2,74,,TRUE,0,0,0,0,0,1,Engaged,,1,0,2,0,1,1,1,Engaged,,3,86,53,2023misjo_qm69,TRUE,,
fce16a76,abc@gmail.com,3/11/2023 10:57:42,2023misjo-8126,,2023misjo,70,Blue 2,8126,,TRUE,0,0,0,0,0,1,Neither,,0,0,0,1,0,1,3,Parked,,3,116,23,2023misjo_qm70,TRUE,,
3853506f,abc@gmail.com,3/11/2023 11:06:14,2023misjo-2767,,2023misjo,71,Blue 2,2767,,TRUE,1,0,0,0,1,0,Engaged,,0,1,0,0,0,0,1,Engaged,,3,90,37,2023misjo_qm71,TRUE,,Stryke force
040594d4,abc@gmail.com,3/11/2023 11:12:27,2023misjo-5982,,2023misjo,72,Red 2,5982,,TRUE,0,0,0,0,0,0,Neither,,0,0,2,0,0,0,0,None of the above,,0,47,13,2023misjo_qm72,FALSE,,Stop working mid round
5e3fe321,abc@gmail.com,3/11/2023 11:11:37,2023misjo-5675,,2023misjo,72,Blue 3,5675,,FALSE,0,0,1,0,0,0,Engaged,,0,0,0,1,1,3,0,Engaged,,3,72,48,2023misjo_qm72,TRUE,,BEST ROBOT EVER!!
8d159c1d,abc@gmail.com,3/11/2023 11:14:35,2023misjo-5843,,2023misjo,72,Red 1,5843,,FALSE,0,0,1,0,0,0,Docked,,0,0,0,0,0,1,0,Parked,,0,47,21,2023misjo_qm72,FALSE,,
c4837c2b,abc@gmail.com,3/11/2023 11:12:25,2023misjo-7210,,2023misjo,72,Red 3,7210,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Engaged,,0,47,13,2023misjo_qm72,FALSE,,pizza box but somehow less helpful
bb171f4c,abc@gmail.com,3/11/2023 10:16:14,2023misjo-6002,,2023misjo,65,Blue 1,6002,,TRUE,0,0,1,0,0,0,Engaged,,0,0,3,0,0,2,2,Engaged,,2,80,59,2023misjo_qm65,TRUE,,
2eabd90e,abc@gmail.com,3/11/2023 11:11:43,2023misjo-5610,,2023misjo,72,Blue 1,5610,,FALSE,1,0,0,0,0,0,Neither,,1,0,0,1,0,0,0,Parked,,3,72,9,2023misjo_qm72,FALSE,,
22c4ee91,abc@gmail.com,3/11/2023 11:19:08,2023misjo-9228,,2023misjo,73,Blue 1,9228,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,Engaged,,0,75,12,2023misjo_qm73,TRUE,,Defense bot
a9dd8936,abc@gmail.com,3/11/2023 11:21:10,2023misjo-5152,,2023misjo,73,Red 1,5152,,TRUE,0,0,0,0,0,0,Engaged,,0,1,0,1,0,4,2,Engaged,,3,100,53,2023misjo_qm73,TRUE,,
1acbb6ac,abc@gmail.com,3/11/2023 11:19:20,2023misjo-94,,2023misjo,73,Red 3,94,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,0,0,0,2,None of the above,,3,100,5,2023misjo_qm73,TRUE,,it just kinda gooned there
b61ad3bd,abc@gmail.com,3/11/2023 11:19:40,2023misjo-74,,2023misjo,73,Blue 3,74,,FALSE,0,0,0,0,0,1,Engaged,,0,0,3,1,0,1,1,Parked,,0,75,44,2023misjo_qm73,TRUE,,
d43e84a6,abc@gmail.com,3/11/2023 11:26:05,2023misjo-5056,,2023misjo,74,Red 3,5056,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,None of the above,,0,51,2,2023misjo_qm74,TRUE,,"stopped moving super early in match, dont know why"
4f7b657f,abc@gmail.com,3/11/2023 11:18:17,2023misjo-3620,,2023misjo,73,Red 2,3620,,TRUE,0,0,1,0,0,0,Neither,,1,0,0,0,1,2,2,Engaged,,3,100,37,2023misjo_qm73,TRUE,,Good robot
2b6525c7,abc@gmail.com,3/11/2023 11:25:10,2023misjo-3658,,2023misjo,74,Red 2,3658,,FALSE,0,1,0,0,0,0,Engaged,,0,0,0,1,0,0,1,Engaged,,0,51,30,2023misjo_qm74,TRUE,,Bad robot
eeb7b4ee,abc@gmail.com,3/11/2023 11:25:19,2023misjo-6642,,2023misjo,74,Red 1,6642,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,2,0,0,1,None of the above,,0,51,9,2023misjo_qm74,TRUE,,
49a10d7d,abc@gmail.com,3/11/2023 11:26:19,2023misjo-7814,,2023misjo,74,Blue 3,7814,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,0,Parked,,2,54,4,2023misjo_qm74,FALSE,,
bc6234f3,abc@gmail.com,3/11/2023 11:26:43,2023misjo-5927,,2023misjo,74,Blue 1,5927,,TRUE,0,0,1,0,0,0,Neither,,0,0,3,0,0,0,0,Engaged,,2,54,34,2023misjo_qm74,FALSE,,
b2eac082,abc@gmail.com,3/11/2023 11:32:20,2023misjo-5247,,2023misjo,75,Red 2,5247,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,0,0,0,0,Engaged,,0,41,12,2023misjo_qm75,FALSE,,Got stuck mid round
a9c1dce6,abc@gmail.com,3/11/2023 11:34:41,2023misjo-5980,,2023misjo,75,Blue 3,5980,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,1,0,2,Parked,,3,111,11,2023misjo_qm75,FALSE,,
53f8b5cb,abc@gmail.com,3/11/2023 11:34:49,2023misjo-6002,,2023misjo,75,Blue 1,6002,,TRUE,0,0,1,0,0,0,Engaged,,0,0,2,0,0,1,2,Engaged,,3,111,49,2023misjo_qm75,FALSE,,
6b5f43fa,abc@gmail.com,3/11/2023 11:32:36,2023misjo-9208,,2023misjo,75,Red 3,9208,,TRUE,0,0,0,0,0,1,Neither,,0,0,1,0,0,0,0,Parked,,0,41,16,2023misjo_qm75,FALSE,,stuck lol couldnt move
f0ebb542,abc@gmail.com,3/11/2023 11:33:04,2023misjo-5110,,2023misjo,75,Red 1,5110,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,1,0,0,0,Engaged,,0,41,18,2023misjo_qm75,FALSE,,
4f3fe6ec,abc@gmail.com,3/11/2023 11:39:43,2023misjo-5623,,2023misjo,76,Red 2,5623,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,2,3,0,2,Parked,,3,95,21,2023misjo_qm76,TRUE,,Good robot
29e9b520,abc@gmail.com,3/11/2023 11:42:13,2023misjo-5462,,2023misjo,76,Red 1,5462,,TRUE,0,0,0,0,0,1,Neither,,0,0,0,0,0,0,0,Engaged,,3,95,19,2023misjo_qm76,TRUE,,Mostly acted as defense and transferring pieces to the community.
0cd64c84,abc@gmail.com,3/11/2023 11:40:15,2023misjo-7809,,2023misjo,76,Blue 1,7809,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,None of the above,,0,45,3,2023misjo_qm76,FALSE,,
a14a85b8,abc@gmail.com,3/11/2023 11:40:48,2023misjo-5843,,2023misjo,76,Blue 3,5843,,FALSE,0,0,1,0,0,0,Neither,,1,0,0,0,0,0,0,Docked,,0,45,14,2023misjo_qm76,FALSE,,This robot fell over for the first half until another bot helped them up
fab5a9a1,abc@gmail.com,3/11/2023 11:40:23,2023misjo-5712,,2023misjo,76,Red 3,5712,,FALSE,0,0,0,0,0,1,Engaged,,0,0,4,0,0,1,2,Engaged,,3,95,56,2023misjo_qm76,TRUE,,we should ally with these guys they're super good
5d67c19c,abc@gmail.com,3/11/2023 11:47:06,2023misjo-3604,,2023misjo,77,Red 2,3604,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,1,1,1,1,Parked,,0,50,16,2023misjo_qm77,TRUE,,Bad robot
decaaf26,abc@gmail.com,3/11/2023 11:49:10,2023misjo-5535,,2023misjo,77,Red 3,5535,,TRUE,0,0,0,0,0,1,Docked,,2,0,0,0,0,0,1,Parked,,0,50,25,2023misjo_qm77,TRUE,,"good auto, okay teleop. drops pieces often"
ec8aae92,abc@gmail.com,3/11/2023 11:49:54,2023misjo-4237,,2023misjo,77,Blue 1,4237,,TRUE,0,0,1,0,0,0,Engaged,,0,1,2,0,0,0,3,Engaged,,3,124,49,2023misjo_qm77,TRUE,,
7f050756,abc@gmail.com,3/11/2023 11:48:17,2023misjo-3875,,2023misjo,77,Blue 3,3875,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,3,Engaged,,3,124,18,2023misjo_qm77,TRUE,,
6d252dd8,abc@gmail.com,3/11/2023 11:49:35,2023misjo-5610,,2023misjo,77,Red 1,5610,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,0,1,1,2,None of the above,,0,50,17,2023misjo_qm77,TRUE,,
96a71a80,abc@gmail.com,3/11/2023 11:55:13,2023misjo-5227,,2023misjo,78,Blue 1,5227,,TRUE,0,0,0,0,0,1,Neither,,1,1,0,0,0,0,0,Engaged,,1,74,24,2023misjo_qm78,FALSE,,
339af1bb,abc@gmail.com,3/11/2023 11:54:42,2023misjo-5982,,2023misjo,78,Red 2,5982,,TRUE,0,0,0,0,0,0,Neither,,3,0,0,0,0,0,2,Engaged,,3,113,22,2023misjo_qm78,TRUE,,Good robot
33707abf,abc@gmail.com,3/11/2023 11:55:05,2023misjo-4776,,2023misjo,78,Red 3,4776,,TRUE,0,0,1,0,0,0,Engaged,,0,0,2,0,0,1,2,Parked,,3,113,41,2023misjo_qm78,TRUE,,super efficient 🦾
50851524,abc@gmail.com,3/11/2023 11:55:53,2023misjo-9239,,2023misjo,78,Blue 3,9239,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Engaged,,1,74,13,2023misjo_qm78,FALSE,,9239’s auto went beyond the white line causing a penalty
52b993e7,abc@gmail.com,3/11/2023 11:57:10,2023misjo-4325,,2023misjo,78,Red 1,4325,,TRUE,0,0,0,0,0,1,Neither,,2,0,0,0,0,0,2,Engaged,,3,113,26,2023misjo_qm78,FALSE,,
71c2df6a,abc@gmail.com,3/10/2023 20:03:30,2023misjo-74,,2023misjo,58,Red 1,74,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,2,1,Engaged,,3,71,25,2023misjo_qm58,FALSE,,
c581b71d,abc@gmail.com,3/11/2023 10:49:58,2023misjo-5227,,2023misjo,69,Blue 3,5227,,TRUE,0,0,0,0,0,1,Neither,,0,1,0,1,1,0,0,Engaged,,3,86,27,2023misjo_qm69,TRUE,,Slow arm
7bebfee6,abc@gmail.com,3/11/2023 11:04:41,2023misjo-5535,,2023misjo,71,Blue 1,5535,,TRUE,0,0,0,0,0,1,Neither,,0,1,0,1,0,0,1,Engaged,,3,90,26,2023misjo_qm71,FALSE,,
4446c149,abc@gmail.com,3/24/2023 9:17:12,2023milak-9177,,2023milak,1,Red 3,9177,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,None of the above,,3,74,1.67,2023milak_qm1,FALSE,No-Show,
8f12b669,abc@gmail.com,3/24/2023 9:22:53,2023milak-216,,2023milak,1,Red 2,216,,TRUE,0,0,0,0,1,0,Engaged,,0,3,0,0,1,0,1,Engaged,,3,74,42.67,2023milak_qm1,TRUE,"Middle,Cones",Struggled a little bit
c29d8aec,abc@gmail.com,3/24/2023 9:24:29,2023milak-9215,,2023milak,1,Blue 1,9215,,TRUE,0,0,0,0,0,1,Neither,,0,0,0,0,1,0,2,None of the above,,0,71,15.33,2023milak_qm1,FALSE,Cubes,Ferried cubes
8166a0fc,abc@gmail.com,3/24/2023 9:26:10,2023milak-6002,,2023milak,1,Blue 2,6002,,TRUE,0,0,1,0,0,0,Neither,,0,0,1,2,0,1,2,Engaged,,0,71,36.33,2023milak_qm1,FALSE,"Offense,Cones,Cubes",Dropped some on floor but they bounced out
2b5dcfd1,abc@gmail.com,3/24/2023 9:34:57,2023milak-2611,,2023milak,2,Red 2,2611,,TRUE,0,0,0,0,0,1,Engaged,,1,0,3,0,0,1,3,Engaged,,3,112,58,2023milak_qm2,TRUE,"High,Cones",Did good with cones
dadb748d,abc@gmail.com,3/24/2023 9:34:58,2023milak-9227,,2023milak,2,Red 3,9227,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,5,0,0,3,Engaged,,3,112,28,2023milak_qm2,FALSE,Low,Their protective shield broke
5aac0f72,abc@gmail.com,3/24/2023 9:36:14,2023milak-830,,2023milak,2,Blue 1,830,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,None of the above,,0,34,1.67,2023milak_qm2,FALSE,No-Show,
1a805e10,abc@gmail.com,3/24/2023 9:45:43,2023milak-9312,,2023milak,3,Red 3,9312,,TRUE,0,0,1,0,0,0,Engaged,,1,3,3,0,0,0,4,Docked,,3,101,59.67,2023milak_qm3,TRUE,High,Very good
dda8fc50,abc@gmail.com,3/24/2023 9:45:41,2023milak-1504,,2023milak,3,Red 2,1504,,TRUE,0,0,0,1,0,0,Neither,,0,0,0,0,0,3,4,Docked,,3,101,33.67,2023milak_qm3,TRUE,"High,Cubes",Slow
857306ba,abc@gmail.com,3/24/2023 9:45:58,2023milak-7226,,2023milak,3,Blue 1,7226,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,3,Engaged,,1,101,20,2023milak_qm3,TRUE,Cubes,Slow
f5a35a5e,abc@gmail.com,3/24/2023 9:53:40,2023milak-7811,,2023milak,4,Red 2,7811,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,0,0,0,2,Engaged,,1,73,15.33,2023milak_qm4,TRUE,"Low,Cones","Not a slay, sucked"
f19bc21a,abc@gmail.com,3/24/2023 9:54:18,2023milak-9208,,2023milak,4,Blue 1,9208,,TRUE,0,0,0,0,0,1,Neither,,0,0,0,1,0,2,3,Engaged,,2,101,36,2023milak_qm4,TRUE,"High,Cubes",
dbc5afaf,abc@gmail.com,3/24/2023 9:55:26,2023milak-7197,,2023milak,4,Red 3,7197,,TRUE,0,0,0,0,0,0,Docked,,0,0,4,0,0,2,2,Engaged,,1,73,54.33,2023milak_qm4,TRUE,"High,Cones",Good robot just bad alliance
aca1a606,abc@gmail.com,3/24/2023 9:22:17,2023milak-5067,,2023milak,1,Red 1,5067,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,0,0,2,1,Engaged,,3,74,27.67,2023milak_qm1,TRUE,Cubes,Hard time picking up cubes
2f94df58,abc@gmail.com,3/24/2023 10:02:41,2023milak-7658,,2023milak,5,Red 2,7658,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,1,1,0,0,Engaged,,2,75,18,2023milak_qm5,TRUE,"Defense,High,Cubes",Not good robot
2fd9e9c1,abc@gmail.com,3/24/2023 10:03:16,2023milak-4327,,2023milak,5,Red 3,4327,,TRUE,0,0,0,0,0,0,Neither,,0,0,1,0,0,1,0,None of the above,,0,59,13,2023milak_qm5,TRUE,"High,Cones",Broke a bit
658afb33,abc@gmail.com,3/24/2023 9:10:07,2023milak-7256,,2023milak,1,Blue 3,7256,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,1,0,0,2,Engaged,,0,71,17.33,2023milak_qm1,FALSE,Low,
c7c12c2f,abc@gmail.com,3/24/2023 9:34:25,2023milak-7491,,2023milak,2,Red 1,7491,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,1,0,1,3,Engaged,,3,112,28,2023milak_qm2,TRUE,Cubes,
12ea8930,abc@gmail.com,3/24/2023 9:34:43,2023milak-7203,,2023milak,2,Blue 3,7203,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,None of the above,,0,34,1.67,2023milak_qm2,FALSE,No-Show,
834c460f,abc@gmail.com,3/24/2023 9:45:53,2023milak-5501,,2023milak,3,Blue 3,5501,,TRUE,0,0,0,0,0,0,Neither,,2,0,0,0,0,0,3,Engaged,,7,101,22,2023milak_qm3,TRUE,Low,
17dc6b78,abc@gmail.com,3/24/2023 9:45:13,2023milak-3658,,2023milak,3,Red 1,3658,,TRUE,0,0,0,0,1,0,Neither,,0,0,0,2,0,0,3,Docked,,3,111,22,2023milak_qm3,TRUE,Cubes,
e00bd12a,abc@gmail.com,3/24/2023 9:53:23,2023milak-5676,,2023milak,4,Blue 3,5676,,TRUE,0,0,1,0,0,0,Neither,,1,1,2,0,0,0,3,Engaged,,2,101,39,2023milak_qm4,TRUE,"High,Cones",
02e9a6ab,abc@gmail.com,3/24/2023 9:53:12,2023milak-5256,,2023milak,4,Red 1,5256,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,2,None of the above,,1,73,3.33,2023milak_qm4,TRUE,Cubes,
e1f97131,abc@gmail.com,3/24/2023 10:01:40,2023milak-5235,,2023milak,5,Blue 3,5235,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,2,0,0,1,Docked,,2,75,14.67,2023milak_qm5,FALSE,"Defense,Low,Cubes",
541e551c,abc@gmail.com,3/24/2023 10:01:07,2023milak-4453,,2023milak,5,Red 1,4453,,TRUE,0,0,1,0,0,0,Neither,,1,0,1,0,0,0,0,Engaged,,0,59,26,2023milak_qm5,TRUE,Cones,
f6ab792f,abc@gmail.com,3/24/2023 10:02:17,2023milak-288,,2023milak,5,Blue 1,288,,TRUE,0,0,0,1,0,0,Neither,,0,0,0,0,0,2,0,None of the above,,2,75,16,2023milak_qm5,FALSE,Cubes,Slow grab
4e5ddc98,abc@gmail.com,3/24/2023 9:36:52,2023milak-1481,,2023milak,2,Blue 2,1481,,FALSE,0,0,1,0,0,0,Neither,,0,0,1,0,0,2,1,None of the above,,0,34,22.67,2023milak_qm2,FALSE,"Offense,High","Ran alone, no alliance partners. Slow."
644878a0,abc@gmail.com,3/24/2023 9:45:29,2023milak-5152,,2023milak,3,Blue 2,5152,,FALSE,0,0,0,0,0,1,Engaged,,1,0,5,0,0,1,3,Engaged,,1,101,65,2023milak_qm3,TRUE,"Offense,Cones,Cubes",Pretty good cone pickup from floor
18fd93d3,abc@gmail.com,3/24/2023 9:53:52,2023milak-8608,,2023milak,4,Blue 2,8608,,TRUE,0,0,1,0,0,0,Neither,,0,1,2,0,0,0,1,Parked,,2,101,25.67,2023milak_qm4,TRUE,Offense,Slow
5379cc6e,abc@gmail.com,3/24/2023 10:04:10,2023milak-5675,,2023milak,5,Blue 2,5675,,TRUE,0,0,1,0,0,0,Engaged,,1,0,2,2,0,0,2,Parked,,2,75,42.33,2023milak_qm5,FALSE,"Offense,High,Cones",It’ll be fine!
594d62c2,abc@gmail.com,3/24/2023 10:10:39,2023milak-244,,2023milak,6,Red 3,244,,FALSE,0,0,0,0,0,0,Engaged,,1,0,0,1,0,0,2,Engaged,,0,65,29.33,2023milak_qm6,FALSE,Cones,High cycle time
2c87f448,abc@gmail.com,3/24/2023 10:12:39,2023milak-6588,,2023milak,6,Red 2,6588,,TRUE,1,0,0,0,0,0,Neither,,0,2,0,0,0,0,0,Engaged,,0,65,22,2023milak_qm6,FALSE,Middle,pretty slow movement and arm speed
60a34308,abc@gmail.com,3/24/2023 10:10:33,2023milak-6190,,2023milak,6,Blue 1,6190,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,2,None of the above,,3,84,3,2023milak_qm6,FALSE,,Pizza box defense
ffd4db39,abc@gmail.com,3/24/2023 10:10:30,2023milak-4998,,2023milak,6,Blue 2,4998,,TRUE,0,0,0,0,0,1,Neither,,2,0,0,1,0,0,2,Engaged,,3,84,28.33,2023milak_qm6,FALSE,"Offense,Low,Cones",Very insecure arm; if they get knocked into the cone comes out
7f6c4a0a,abc@gmail.com,3/24/2023 10:17:44,2023milak-5067,,2023milak,7,Red 3,5067,,TRUE,0,0,1,0,0,0,Neither,,0,0,2,0,0,0,1,Engaged,,0,55,30.67,2023milak_qm7,FALSE,"High,Cones",Slow cycle time
f794d94c,abc@gmail.com,3/24/2023 10:18:31,2023milak-1504,,2023milak,7,Blue 2,1504,,TRUE,0,0,0,1,0,0,Neither,,1,0,0,0,0,0,1,Engaged,,3,58,19.67,2023milak_qm7,FALSE,"Low,Cones","DONT PICK; they take forever on the substation and loading zone, and they dropped a cone twice"
72635107,abc@gmail.com,3/24/2023 10:18:15,2023milak-5501,,2023milak,7,Blue 1,5501,,FALSE,0,0,0,0,1,0,Engaged,,0,0,0,0,0,2,0,Engaged,,3,58,36,2023milak_qm7,FALSE,Cubes,Died on field for short time
1e61b592,abc@gmail.com,3/24/2023 10:26:48,2023milak-5152,,2023milak,8,Red 3,5152,,FALSE,0,0,0,0,1,0,Engaged,,0,1,4,0,0,2,2,Engaged,,3,105,62.33,2023milak_qm8,TRUE,"High,Cones",Priotizes ground pickup
1146613c,abc@gmail.com,3/24/2023 10:27:53,2023milak-5256,,2023milak,8,Blue 1,5256,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,2,None of the above,,0,72,3.33,2023milak_qm8,TRUE,No-Show,
0c8c7178,abc@gmail.com,3/24/2023 10:28:03,2023milak-9208,,2023milak,8,Blue 2,9208,,TRUE,0,0,0,0,0,1,Neither,,0,0,3,0,0,1,1,Parked,,0,72,32.67,2023milak_qm8,TRUE,"Offense,High,Cones","Not bad at scoring cones on the top node, just a little slow"
ccab14ba,abc@gmail.com,3/11/2023 9:36:28,2023misjo-5110,,2023misjo,60,Blue 2,5110,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,2,2,Parked,,2,79,18,2023misjo_qm60,FALSE,,"Very slow intake
Cube bot"
fb48064e,abc@gmail.com,3/11/2023 9:42:05,2023misjo-5535,,2023misjo,61,Blue 2,5535,,TRUE,0,0,0,0,0,1,Neither,,1,0,0,0,1,0,0,Engaged,,1,89,26,2023misjo_qm61,TRUE,,Slow to pick up cones
09250c9f,abc@gmail.com,3/11/2023 9:50:44,2023misjo-4237,,2023misjo,62,Blue 2,4237,,TRUE,0,0,0,0,1,0,Engaged,,1,0,0,0,3,0,0,Engaged,,3,91,48,2023misjo_qm62,TRUE,,Suction cups to pick up cones
58609b34,abc@gmail.com,3/11/2023 9:58:03,2023misjo-9208,,2023misjo,63,Blue 2,9208,,TRUE,0,0,0,0,0,1,Neither,,0,0,0,0,3,1,2,Docked,,0,60,38,2023misjo_qm63,TRUE,,
ff3b80ed,abc@gmail.com,3/24/2023 10:34:34,2023milak-9312,,2023milak,9,Red 3,9312,,TRUE,0,0,1,0,0,0,Engaged,,0,2,2,0,1,2,3,Engaged,,4,140,65,2023milak_qm9,TRUE,"Cones,Cubes",Likes filling links
88901f6f,abc@gmail.com,3/24/2023 10:18:15,2023milak-9278,,2023milak,7,Red 2,9278,,FALSE,0,0,0,0,0,0,Docked,,1,0,0,0,0,0,1,Parked,,0,55,13.67,2023milak_qm7,FALSE,Low,"disconnected like super fast
kinda bad performance"
19348020,abc@gmail.com,3/24/2023 10:27:01,2023milak-3658,,2023milak,8,Red 2,3658,,FALSE,0,0,0,0,1,0,Engaged,,0,0,0,3,0,0,3,Engaged,,3,102,37,2023milak_qm8,TRUE,"Low,Cubes",stayed out of alotobots way
af64f076,abc@gmail.com,3/11/2023 10:07:23,2023misjo-2959,,2023misjo,64,Blue 2,2959,,TRUE,0,0,0,0,1,0,Neither,,1,0,0,0,2,0,0,Parked,,0,54,23,2023misjo_qm64,TRUE,,
67f1b902,abc@gmail.com,3/24/2023 10:34:44,2023milak-5676,,2023milak,9,Red 2,5676,,TRUE,0,0,1,0,0,0,Neither,,1,0,2,0,0,0,4,None of the above,,4,140,27.67,2023milak_qm9,TRUE,"Offense,High,Cones",stopped working near end
e1cc4b08,abc@gmail.com,3/24/2023 10:38:20,2023milak-9177,,2023milak,9,Blue 2,9177,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,None of the above,,0,43,0,2023milak_qm9,TRUE,No-Show,No-Show
c9a88aa6,abc@gmail.com,3/11/2023 10:16:15,2023misjo-7814,,2023misjo,65,Blue 2,7814,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,0,None of the above,,2,80,3,2023misjo_qm65,TRUE,,
246bac99,abc@gmail.com,3/24/2023 10:34:52,2023milak-830,,2023milak,9,Blue 1,830,,TRUE,0,0,0,0,0,0,Neither,,1,0,0,0,0,0,0,Engaged,,0,43,15,2023milak_qm9,TRUE,Defense,
872b78db,abc@gmail.com,3/11/2023 11:12:17,2023misjo-1940,,2023misjo,72,Blue 2,1940,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,3,Engaged,,3,72,18,2023misjo_qm72,TRUE,,Defense bot
f214fc06,abc@gmail.com,3/11/2023 11:20:08,2023misjo-6588,,2023misjo,73,Blue 2,6588,,TRUE,0,0,0,0,0,0,Neither,,1,0,1,0,0,0,1,Engaged,,0,75,20,2023misjo_qm73,FALSE,,
74c515e8,abc@gmail.com,3/11/2023 11:27:09,2023misjo-3452,,2023misjo,74,Blue 2,3452,,TRUE,0,0,0,0,0,0,Neither,,1,0,1,0,0,0,0,Engaged,,2,54,18,2023misjo_qm74,FALSE,,
1296f400,abc@gmail.com,3/11/2023 11:32:41,2023misjo-2959,,2023misjo,75,Blue 2,2959,,TRUE,0,0,0,0,1,0,Neither,,3,0,0,0,0,0,3,Engaged,,3,111,30,2023misjo_qm75,TRUE,,
75cea28c,abc@gmail.com,3/11/2023 11:41:17,2023misjo-5182,,2023misjo,76,Blue 2,5182,,TRUE,0,0,0,0,0,1,Neither,,1,0,0,0,0,2,0,Parked,,0,45,23,2023misjo_qm76,FALSE,,
62bba021,abc@gmail.com,3/11/2023 11:48:16,2023misjo-2767,,2023misjo,77,Blue 2,2767,,TRUE,0,0,0,0,1,1,Neither,,1,0,0,1,2,2,3,Parked,,3,124,47,2023misjo_qm77,TRUE,,
25ccb9b8,abc@gmail.com,3/11/2023 11:56:42,2023misjo-8126,,2023misjo,78,Blue 2,8126,,FALSE,0,0,0,0,0,1,Neither,,0,0,1,0,0,1,1,Engaged,,1,74,26,2023misjo_qm78,FALSE,,
fff38a75,abc@gmail.com,3/24/2023 10:10:21,2023milak-1684,,2023milak,6,Blue 3,1684,,TRUE,0,0,0,0,1,0,Engaged,,1,0,1,1,1,1,2,Engaged,,3,84,52,2023milak_qm6,FALSE,,
2957a286,abc@gmail.com,3/24/2023 10:18:08,2023milak-9238,,2023milak,7,Blue 3,9238,,TRUE,0,0,0,0,0,0,Docked,,0,2,0,0,0,0,0,Parked,,3,58,17,2023milak_qm7,FALSE,,Not great intake had to push in cubes to the bottom row
19209292,abc@gmail.com,3/24/2023 10:29:58,2023milak-7226,,2023milak,8,Blue 3,7226,,TRUE,0,0,0,0,0,1,Engaged,,0,0,0,0,2,0,2,Parked,,0,72,36,2023milak_qm8,TRUE,,"Very slow intake on cones, only scored 2"
